Date,Product_ID,Product_Name,Category,Warehouse_ID,Warehouse_Location,Units_Sold,Stock_Available,Price,Promotion,Lead_Time_Days
2024-01-10,P008,Backpack,Accessories,WH02,Mumbai,38,72,1800,0,3
2024-01-10,P008,Backpack,Accessories,WH03,Bangalore,35,63,1800,1,5
2024-01-11,P001,Laptop,Electronics,WH01,Delhi,15,37,55000,0,2
2024-01-11,P001,Laptop,Electronics,WH02,Mumbai,16,32,55000,0,3
2024-01-11,P001,Laptop,Electronics,WH03,Bangalore,17,41,55000,0,4
2024-01-11,P002,Smartphone,Electronics,WH01,Delhi,34,67,30000,0,3
2024-01-11,P002,Smartphone,Electronics,WH02,Mumbai,22,43,30000,0,4
2024-01-11,P002,Smartphone,Electronics,WH03,Bangalore,26,35,30000,0,7
2024-01-11,P003,Headphones,Electronics,WH01,Delhi,62,116,2500,1,2
2024-01-11,P003,Headphones,Electronics,WH02,Mumbai,39,85,2500,0,2
2024-01-11,P003,Headphones,Electronics,WH03,Bangalore,38,53,2500,0,3
2024-01-11,P004,Office Chair,Furniture,WH01,Delhi,19,41,8500,0,7
2024-01-11,P004,Office Chair,Furniture,WH02,Mumbai,13,29,8500,0,2
2024-01-11,P004,Office Chair,Furniture,WH03,Bangalore,12,29,8500,0,2
2024-01-11,P005,Desk,Furniture,WH01,Delhi,14,31,12000,0,6
2024-01-11,P005,Desk,Furniture,WH02,Mumbai,12,26,12000,0,7
2024-01-11,P005,Desk,Furniture,WH03,Bangalore,15,32,12000,1,2
2024-01-11,P006,Printer,Office Supplies,WH01,Delhi,23,31,15000,1,3
2024-01-11,P006,Printer,Office Supplies,WH02,Mumbai,12,17,15000,0,2
2024-01-11,P006,Printer,Office Supplies,WH03,Bangalore,15,22,15000,0,4
2024-01-11,P007,Notebook,Office Supplies,WH01,Delhi,112,259,120,1,3
2024-01-11,P007,Notebook,Office Supplies,WH02,Mumbai,74,153,120,0,7
2024-01-11,P007,Notebook,Office Supplies,WH03,Bangalore,68,95,120,0,6
2024-01-11,P008,Backpack,Accessories,WH01,Delhi,35,64,1800,0,5
2024-01-11,P008,Backpack,Accessories,WH02,Mumbai,36,75,1800,0,6
2024-01-11,P008,Backpack,Accessories,WH03,Bangalore,39,92,1800,0,3
2024-01-12,P001,Laptop,Electronics,WH01,Delhi,21,52,55000,1,4
2024-01-12,P001,Laptop,Electronics,WH02,Mumbai,16,31,55000,1,4
2024-01-12,P001,Laptop,Electronics,WH03,Bangalore,22,36,55000,0,2
2024-01-12,P002,Smartphone,Electronics,WH01,Delhi,27,49,30000,0,5
2024-01-12,P002,Smartphone,Electronics,WH02,Mumbai,27,47,30000,0,7
2024-01-12,P002,Smartphone,Electronics,WH03,Bangalore,32,69,30000,1,6
2024-01-12,P003,Headphones,Electronics,WH01,Delhi,36,76,2500,0,5
2024-01-12,P003,Headphones,Electronics,WH02,Mumbai,48,108,2500,1,6
2024-01-12,P003,Headphones,Electronics,WH03,Bangalore,48,117,2500,0,4
2024-01-12,P004,Office Chair,Furniture,WH01,Delhi,18,45,8500,1,5
2024-01-12,P004,Office Chair,Furniture,WH02,Mumbai,16,25,8500,0,4
2024-01-12,P004,Office Chair,Furniture,WH03,Bangalore,13,20,8500,0,3
2024-01-12,P005,Desk,Furniture,WH01,Delhi,13,27,12000,0,2
2024-01-12,P005,Desk,Furniture,WH02,Mumbai,13,26,12000,0,2
2024-01-12,P005,Desk,Furniture,WH03,Bangalore,13,28,12000,0,4
2024-01-12,P006,Printer,Office Supplies,WH01,Delhi,16,25,15000,0,6
2024-01-12,P006,Printer,Office Supplies,WH02,Mumbai,19,27,15000,0,2
2024-01-12,P006,Printer,Office Supplies,WH03,Bangalore,18,29,15000,0,6
2024-01-12,P007,Notebook,Office Supplies,WH01,Delhi,105,206,120,1,4
2024-01-12,P007,Notebook,Office Supplies,WH02,Mumbai,85,136,120,0,7
2024-01-12,P007,Notebook,Office Supplies,WH03,Bangalore,71,99,120,0,5
2024-01-12,P008,Backpack,Accessories,WH01,Delhi,45,107,1800,0,6
2024-01-12,P008,Backpack,Accessories,WH02,Mumbai,25,50,1800,1,3
2024-01-12,P008,Backpack,Accessories,WH03,Bangalore,30,63,1800,0,4
2024-01-13,P001,Laptop,Electronics,WH01,Delhi,22,52,55000,1,5
2024-01-13,P001,Laptop,Electronics,WH02,Mumbai,24,56,55000,1,2
2024-01-13,P001,Laptop,Electronics,WH03,Bangalore,16,24,55000,0,6
2024-01-13,P002,Smartphone,Electronics,WH01,Delhi,31,73,30000,1,4
2024-01-13,P002,Smartphone,Electronics,WH02,Mumbai,32,42,30000,1,3
2024-01-13,P002,Smartphone,Electronics,WH03,Bangalore,29,55,30000,1,3
2024-01-13,P003,Headphones,Electronics,WH01,Delhi,44,91,2500,0,3
2024-01-13,P003,Headphones,Electronics,WH02,Mumbai,41,80,2500,0,4
2024-01-13,P003,Headphones,Electronics,WH03,Bangalore,44,78,2500,0,7
2024-01-13,P004,Office Chair,Furniture,WH01,Delhi,13,29,8500,0,5
2024-01-13,P004,Office Chair,Furniture,WH02,Mumbai,12,26,8500,0,7
2024-01-13,P004,Office Chair,Furniture,WH03,Bangalore,11,21,8500,0,7
2024-01-13,P005,Desk,Furniture,WH01,Delhi,11,24,12000,0,6
2024-01-13,P005,Desk,Furniture,WH02,Mumbai,11,19,12000,0,4
2024-01-13,P005,Desk,Furniture,WH03,Bangalore,11,16,12000,0,2
2024-01-13,P006,Printer,Office Supplies,WH01,Delhi,15,34,15000,0,6
2024-01-13,P006,Printer,Office Supplies,WH02,Mumbai,15,24,15000,0,4
2024-01-13,P006,Printer,Office Supplies,WH03,Bangalore,15,37,15000,0,5
2024-01-13,P007,Notebook,Office Supplies,WH01,Delhi,75,175,120,0,5
2024-01-13,P007,Notebook,Office Supplies,WH02,Mumbai,69,112,120,0,4
2024-01-13,P007,Notebook,Office Supplies,WH03,Bangalore,73,160,120,0,4
2024-01-13,P008,Backpack,Accessories,WH01,Delhi,29,60,1800,0,5
2024-01-13,P008,Backpack,Accessories,WH02,Mumbai,41,61,1800,0,2
2024-01-13,P008,Backpack,Accessories,WH03,Bangalore,30,67,1800,1,4
2024-01-14,P001,Laptop,Electronics,WH01,Delhi,23,34,55000,1,6
2024-01-14,P001,Laptop,Electronics,WH02,Mumbai,23,57,55000,1,5
2024-01-14,P001,Laptop,Electronics,WH03,Bangalore,13,19,55000,0,5
2024-01-14,P002,Smartphone,Electronics,WH01,Delhi,26,51,30000,0,2
2024-01-14,P002,Smartphone,Electronics,WH02,Mumbai,21,42,30000,0,4
2024-01-14,P002,Smartphone,Electronics,WH03,Bangalore,34,50,30000,1,6
2024-01-14,P003,Headphones,Electronics,WH01,Delhi,40,81,2500,0,4
2024-01-14,P003,Headphones,Electronics,WH02,Mumbai,29,68,2500,0,7
2024-01-14,P003,Headphones,Electronics,WH03,Bangalore,54,80,2500,1,5
2024-01-14,P004,Office Chair,Furniture,WH01,Delhi,18,26,8500,1,7
2024-01-14,P004,Office Chair,Furniture,WH02,Mumbai,13,17,8500,0,5
2024-01-14,P004,Office Chair,Furniture,WH03,Bangalore,15,29,8500,0,2
2024-01-14,P005,Desk,Furniture,WH01,Delhi,10,20,12000,0,7
2024-01-14,P005,Desk,Furniture,WH02,Mumbai,10,23,12000,0,3
2024-01-14,P005,Desk,Furniture,WH03,Bangalore,11,24,12000,0,7
2024-01-14,P006,Printer,Office Supplies,WH01,Delhi,14,29,15000,0,2
2024-01-14,P006,Printer,Office Supplies,WH02,Mumbai,15,34,15000,0,7
2024-01-14,P006,Printer,Office Supplies,WH03,Bangalore,15,28,15000,0,4
2024-01-14,P007,Notebook,Office Supplies,WH01,Delhi,103,190,120,1,4
2024-01-14,P007,Notebook,Office Supplies,WH02,Mumbai,69,103,120,0,7
2024-01-14,P007,Notebook,Office Supplies,WH03,Bangalore,56,126,120,0,4
2024-01-14,P008,Backpack,Accessories,WH01,Delhi,31,41,1800,0,4
2024-01-14,P008,Backpack,Accessories,WH02,Mumbai,27,57,1800,0,6
2024-01-14,P008,Backpack,Accessories,WH03,Bangalore,32,49,1800,0,5
2024-01-15,P001,Laptop,Electronics,WH01,Delhi,19,44,55000,0,6
